Effective Date;Rate Type;Rate (%)
04/14/2003;SOFR;1.21
04/11/2003;SOFR;1.23
04/10/2003;SOFR;1.21
04/09/2003;SOFR;1.21
04/08/2003;SOFR;1.22
04/07/2003;SOFR;1.19
04/04/2003;SOFR;1.25
04/03/2003;SOFR;1.2
04/02/2003;SOFR;1.24
04/01/2003;SOFR;1.3
03/31/2003;SOFR;1.27
03/28/2003;SOFR;1.25
03/27/2003;SOFR;1.21
03/26/2003;SOFR;1.17
03/25/2003;SOFR;1.21
03/24/2003;SOFR;1.18
03/21/2003;SOFR;1.23
03/20/2003;SOFR;1.2
03/19/2003;SOFR;1.2
03/18/2003;SOFR;1.31
03/17/2003;SOFR;1.26
03/14/2003;SOFR;1.25
03/13/2003;SOFR;1.18
03/12/2003;SOFR;1.2
03/11/2003;SOFR;1.21
03/10/2003;SOFR;1.19
03/07/2003;SOFR;1.25
03/06/2003;SOFR;1.22
03/05/2003;SOFR;1.25
03/04/2003;SOFR;1.32
03/03/2003;SOFR;1.31
02/28/2003;SOFR;1.28
02/27/2003;SOFR;1.26
02/26/2003;SOFR;1.23
02/25/2003;SOFR;1.23
02/24/2003;SOFR;1.2
02/21/2003;SOFR;1.25
02/20/2003;SOFR;1.23
02/19/2003;SOFR;1.35
02/18/2003;SOFR;1.22
02/14/2003;SOFR;1.23
02/13/2003;SOFR;1.22
02/12/2003;SOFR;1.23
02/11/2003;SOFR;1.23
02/10/2003;SOFR;1.18
02/07/2003;SOFR;1.23
02/06/2003;SOFR;1.2
02/05/2003;SOFR;1.22
02/04/2003;SOFR;1.27
02/03/2003;SOFR;1.27
01/31/2003;SOFR;1.25
01/30/2003;SOFR;1.24
01/29/2003;SOFR;1.26
01/28/2003;SOFR;1.23
01/27/2003;SOFR;1.17
01/24/2003;SOFR;1.25
01/23/2003;SOFR;1.23
01/22/2003;SOFR;1.23
01/21/2003;SOFR;1.16
01/17/2003;SOFR;1.24
01/16/2003;SOFR;1.26
01/15/2003;SOFR;1.2
01/14/2003;SOFR;1.24
01/13/2003;SOFR;1.19
01/10/2003;SOFR;1.26
01/09/2003;SOFR;1.16
01/08/2003;SOFR;1.15
01/07/2003;SOFR;1.21
01/06/2003;SOFR;1.24
01/03/2003;SOFR;1.29
01/02/2003;SOFR;1.09
12/31/2002;SOFR;1.29
12/30/2002;SOFR;1.28
12/27/2002;SOFR;1.26
12/26/2002;SOFR;1.29
12/24/2002;SOFR;1.26
12/23/2002;SOFR;1.26
12/20/2002;SOFR;1.25
12/19/2002;SOFR;1.25
12/18/2002;SOFR;1.24
12/17/2002;SOFR;1.31
12/16/2002;SOFR;1.25
12/13/2002;SOFR;1.26
12/12/2002;SOFR;1.24
12/11/2002;SOFR;1.24
12/10/2002;SOFR;1.24
12/09/2002;SOFR;1.24
12/06/2002;SOFR;1.25
12/05/2002;SOFR;1.19
12/04/2002;SOFR;1.22
12/03/2002;SOFR;1.26
12/02/2002;SOFR;1.31
11/29/2002;SOFR;1.27
11/27/2002;SOFR;1.28
11/26/2002;SOFR;1.22
11/25/2002;SOFR;1.21
11/22/2002;SOFR;1.19
11/21/2002;SOFR;1.16
11/20/2002;SOFR;1.16
11/19/2002;SOFR;1.23
11/18/2002;SOFR;1.32
11/15/2002;SOFR;1.24
11/14/2002;SOFR;1.25
11/13/2002;SOFR;1.27
11/12/2002;SOFR;1.2
11/08/2002;SOFR;1.26
11/07/2002;SOFR;1.51
11/06/2002;SOFR;1.66
11/05/2002;SOFR;1.72
11/04/2002;SOFR;1.79
11/01/2002;SOFR;1.87
10/31/2002;SOFR;1.81
10/30/2002;SOFR;1.8
10/29/2002;SOFR;1.74
10/28/2002;SOFR;1.73
10/25/2002;SOFR;1.73
10/24/2002;SOFR;1.7
10/23/2002;SOFR;1.7
10/22/2002;SOFR;1.71
10/21/2002;SOFR;1.69
10/18/2002;SOFR;1.73
10/17/2002;SOFR;1.74
10/16/2002;SOFR;1.83
10/15/2002;SOFR;1.72
10/11/2002;SOFR;1.72
10/10/2002;SOFR;1.72
10/09/2002;SOFR;1.71
10/08/2002;SOFR;1.73
10/07/2002;SOFR;1.7
10/04/2002;SOFR;1.74
10/03/2002;SOFR;1.75
10/02/2002;SOFR;1.82
10/01/2002;SOFR;1.87
09/30/2002;SOFR;1.75
09/27/2002;SOFR;1.76
09/26/2002;SOFR;1.7
09/25/2002;SOFR;1.68
09/24/2002;SOFR;1.68
09/23/2002;SOFR;1.64
09/20/2002;SOFR;1.67
09/19/2002;SOFR;1.7
09/18/2002;SOFR;1.72
09/17/2002;SOFR;1.83
09/16/2002;SOFR;1.67
09/13/2002;SOFR;1.72
09/12/2002;SOFR;1.72
09/11/2002;SOFR;1.72
09/10/2002;SOFR;1.73
09/09/2002;SOFR;1.67
09/06/2002;SOFR;1.73
09/05/2002;SOFR;1.75
09/04/2002;SOFR;1.82
09/03/2002;SOFR;1.81
08/30/2002;SOFR;1.78
08/29/2002;SOFR;1.76
08/28/2002;SOFR;1.74
08/27/2002;SOFR;1.72
08/26/2002;SOFR;1.66
08/23/2002;SOFR;1.74
08/22/2002;SOFR;1.69
08/21/2002;SOFR;1.69
08/20/2002;SOFR;1.72
08/19/2002;SOFR;1.74
08/16/2002;SOFR;1.82
08/15/2002;SOFR;1.69
08/14/2002;SOFR;1.68
08/13/2002;SOFR;1.72
08/12/2002;SOFR;1.65
08/09/2002;SOFR;1.73
08/08/2002;SOFR;1.76
08/07/2002;SOFR;1.73
08/06/2002;SOFR;1.73
08/05/2002;SOFR;1.68
08/02/2002;SOFR;1.75
08/01/2002;SOFR;1.78
07/31/2002;SOFR;1.73
07/30/2002;SOFR;1.73
07/29/2002;SOFR;1.69
07/26/2002;SOFR;1.72
07/25/2002;SOFR;1.73
07/24/2002;SOFR;1.72
07/23/2002;SOFR;1.73
07/22/2002;SOFR;1.67
07/19/2002;SOFR;1.69
07/18/2002;SOFR;1.71
07/17/2002;SOFR;1.73
07/16/2002;SOFR;1.81
07/15/2002;SOFR;1.69
07/12/2002;SOFR;1.74
07/11/2002;SOFR;1.74
07/10/2002;SOFR;1.75
07/09/2002;SOFR;1.74
07/08/2002;SOFR;1.7
07/05/2002;SOFR;1.74
07/03/2002;SOFR;1.78
07/02/2002;SOFR;1.84
07/01/2002;SOFR;1.9
06/28/2002;SOFR;1.81
06/27/2002;SOFR;1.78
06/26/2002;SOFR;1.76
06/25/2002;SOFR;1.74
06/24/2002;SOFR;1.69
06/21/2002;SOFR;1.69
06/20/2002;SOFR;1.67
06/19/2002;SOFR;1.7
06/18/2002;SOFR;1.81
06/17/2002;SOFR;1.68
06/14/2002;SOFR;1.75
06/13/2002;SOFR;1.71
06/12/2002;SOFR;1.7
06/11/2002;SOFR;1.72
06/10/2002;SOFR;1.67
06/07/2002;SOFR;1.71
06/06/2002;SOFR;1.69
06/05/2002;SOFR;1.72
06/04/2002;SOFR;1.78
06/03/2002;SOFR;1.77
05/31/2002;SOFR;1.81
05/30/2002;SOFR;1.81
05/29/2002;SOFR;1.79
05/28/2002;SOFR;1.65
05/24/2002;SOFR;1.66
05/23/2002;SOFR;1.6
05/22/2002;SOFR;1.62
05/21/2002;SOFR;1.7
05/20/2002;SOFR;1.64
05/17/2002;SOFR;1.76
05/16/2002;SOFR;1.85
05/15/2002;SOFR;1.74
05/14/2002;SOFR;1.74
05/13/2002;SOFR;1.71
05/10/2002;SOFR;1.7
05/09/2002;SOFR;1.69
05/08/2002;SOFR;1.72
05/07/2002;SOFR;1.72
05/06/2002;SOFR;1.69
05/03/2002;SOFR;1.75
05/02/2002;SOFR;1.8
05/01/2002;SOFR;1.86
04/30/2002;SOFR;1.81
04/29/2002;SOFR;1.76
04/26/2002;SOFR;1.73
04/25/2002;SOFR;1.67
04/24/2002;SOFR;1.68
04/23/2002;SOFR;1.66
04/22/2002;SOFR;1.67
04/19/2002;SOFR;1.71
04/18/2002;SOFR;1.69
04/17/2002;SOFR;1.72
04/16/2002;SOFR;1.94
04/15/2002;SOFR;1.82
04/12/2002;SOFR;1.76
04/11/2002;SOFR;1.67
04/10/2002;SOFR;1.7
04/09/2002;SOFR;1.72
04/08/2002;SOFR;1.7
04/05/2002;SOFR;1.81
04/04/2002;SOFR;1.76
04/03/2002;SOFR;1.78
04/02/2002;SOFR;1.89
04/01/2002;SOFR;1.83
03/28/2002;SOFR;1.71
03/27/2002;SOFR;1.72
03/26/2002;SOFR;1.72
03/25/2002;SOFR;1.66
03/22/2002;SOFR;1.72
03/21/2002;SOFR;1.68
03/20/2002;SOFR;1.68
03/19/2002;SOFR;1.72
03/18/2002;SOFR;1.82
03/15/2002;SOFR;1.75
03/14/2002;SOFR;1.64
03/13/2002;SOFR;1.71
03/12/2002;SOFR;1.72
03/11/2002;SOFR;1.65
03/08/2002;SOFR;1.72
03/07/2002;SOFR;1.65
03/06/2002;SOFR;1.68
03/05/2002;SOFR;1.75
03/04/2002;SOFR;1.79
03/01/2002;SOFR;1.86
02/28/2002;SOFR;1.79
02/27/2002;SOFR;1.74
02/26/2002;SOFR;1.73
02/25/2002;SOFR;1.7
02/22/2002;SOFR;1.74
02/21/2002;SOFR;1.73
02/20/2002;SOFR;1.74
02/19/2002;SOFR;1.84
02/15/2002;SOFR;1.74
02/14/2002;SOFR;1.68
02/13/2002;SOFR;1.7
02/12/2002;SOFR;1.71
02/11/2002;SOFR;1.66
02/08/2002;SOFR;1.71
02/07/2002;SOFR;1.67
02/06/2002;SOFR;1.72
02/05/2002;SOFR;1.77
02/04/2002;SOFR;1.8
02/01/2002;SOFR;1.88
01/31/2002;SOFR;1.77
01/30/2002;SOFR;1.78
01/29/2002;SOFR;1.79
01/28/2002;SOFR;1.71
01/25/2002;SOFR;1.84
01/24/2002;SOFR;1.79
01/23/2002;SOFR;1.74
01/22/2002;SOFR;1.65
01/18/2002;SOFR;1.67
01/17/2002;SOFR;1.7
01/16/2002;SOFR;1.82
01/15/2002;SOFR;1.76
01/14/2002;SOFR;1.7
01/11/2002;SOFR;1.72
01/10/2002;SOFR;1.61
01/09/2002;SOFR;1.63
01/08/2002;SOFR;1.71
01/07/2002;SOFR;1.69
01/04/2002;SOFR;1.81
01/03/2002;SOFR;1.82
01/02/2002;SOFR;1.57
12/31/2001;SOFR;1.89
12/28/2001;SOFR;1.93
12/27/2001;SOFR;1.8
12/26/2001;SOFR;1.73
12/24/2001;SOFR;1.68
12/21/2001;SOFR;1.67
12/20/2001;SOFR;1.72
12/19/2001;SOFR;1.75
12/18/2001;SOFR;1.86
12/17/2001;SOFR;1.79
12/14/2001;SOFR;1.74
12/13/2001;SOFR;1.74
12/12/2001;SOFR;1.7
12/11/2001;SOFR;1.85
12/10/2001;SOFR;1.82
12/07/2001;SOFR;1.86
12/06/2001;SOFR;1.9
12/05/2001;SOFR;1.97
12/04/2001;SOFR;2.06
12/03/2001;SOFR;2.1
11/30/2001;SOFR;2.04
11/29/2001;SOFR;2.03
11/28/2001;SOFR;2.03
11/27/2001;SOFR;2.03
11/26/2001;SOFR;2.04
11/23/2001;SOFR;2.04
11/21/2001;SOFR;1.98
11/20/2001;SOFR;2.04
11/19/2001;SOFR;2.05
11/16/2001;SOFR;2.14
11/15/2001;SOFR;2.06
11/14/2001;SOFR;2.01
11/13/2001;SOFR;1.93
11/09/2001;SOFR;1.99
11/08/2001;SOFR;2.01
11/07/2001;SOFR;2.07
11/06/2001;SOFR;2.45
11/05/2001;SOFR;2.46
11/02/2001;SOFR;2.53
11/01/2001;SOFR;2.56
10/31/2001;SOFR;2.48
10/30/2001;SOFR;2.48
10/29/2001;SOFR;2.46
10/26/2001;SOFR;2.48
10/25/2001;SOFR;2.47
10/24/2001;SOFR;2.48
10/23/2001;SOFR;2.49
10/22/2001;SOFR;2.43
10/19/2001;SOFR;2.49
10/18/2001;SOFR;2.48
10/17/2001;SOFR;2.48
10/16/2001;SOFR;2.49
10/15/2001;SOFR;2.39
10/12/2001;SOFR;2.45
10/11/2001;SOFR;2.46
10/10/2001;SOFR;2.46
10/09/2001;SOFR;2.38
10/05/2001;SOFR;2.44
10/04/2001;SOFR;2.44
10/03/2001;SOFR;2.49
10/02/2001;SOFR;3.19
10/01/2001;SOFR;3.18
09/28/2001;SOFR;3.04
09/27/2001;SOFR;3.07
09/26/2001;SOFR;3.08
09/25/2001;SOFR;2.97
09/24/2001;SOFR;2.05
09/21/2001;SOFR;1.69
09/20/2001;SOFR;0.9
09/19/2001;SOFR;2.19
09/18/2001;SOFR;3.46
09/17/2001;SOFR;3.46
09/14/2001;SOFR;3.46
09/13/2001;SOFR;3.46
09/12/2001;SOFR;3.46
09/11/2001;SOFR;3.46
09/10/2001;SOFR;3.43
09/07/2001;SOFR;3.46
09/06/2001;SOFR;3.52
09/05/2001;SOFR;3.62
09/04/2001;SOFR;3.64
08/31/2001;SOFR;3.56
08/30/2001;SOFR;3.5
08/29/2001;SOFR;3.5
08/28/2001;SOFR;3.49
08/27/2001;SOFR;3.47
08/24/2001;SOFR;3.49
08/23/2001;SOFR;3.47
08/22/2001;SOFR;3.47
08/21/2001;SOFR;3.65
08/20/2001;SOFR;3.66
08/17/2001;SOFR;3.74
08/16/2001;SOFR;3.84
08/15/2001;SOFR;3.74
08/14/2001;SOFR;3.69
08/13/2001;SOFR;3.68
08/10/2001;SOFR;3.74
08/09/2001;SOFR;3.69
08/08/2001;SOFR;3.65
08/07/2001;SOFR;3.68
08/06/2001;SOFR;3.62
08/03/2001;SOFR;3.74
08/02/2001;SOFR;3.79
08/01/2001;SOFR;3.85
07/31/2001;SOFR;3.78
07/30/2001;SOFR;3.76
07/27/2001;SOFR;3.79
07/26/2001;SOFR;3.77
07/25/2001;SOFR;3.7
07/24/2001;SOFR;3.7
07/23/2001;SOFR;3.67
07/20/2001;SOFR;3.69
07/19/2001;SOFR;3.66
07/18/2001;SOFR;3.67
07/17/2001;SOFR;3.76
07/16/2001;SOFR;3.64
07/13/2001;SOFR;3.67
07/12/2001;SOFR;3.66
07/11/2001;SOFR;3.61
07/10/2001;SOFR;3.66
07/09/2001;SOFR;3.62
07/06/2001;SOFR;3.72
07/05/2001;SOFR;3.83
07/03/2001;SOFR;3.95
07/02/2001;SOFR;3.95
06/29/2001;SOFR;3.74
06/28/2001;SOFR;3.6
06/27/2001;SOFR;3.88
06/26/2001;SOFR;3.89
06/25/2001;SOFR;3.86
06/22/2001;SOFR;3.82
06/21/2001;SOFR;3.77
06/20/2001;SOFR;3.81
06/19/2001;SOFR;3.84
06/18/2001;SOFR;3.96
06/15/2001;SOFR;3.91
06/14/2001;SOFR;4.01
06/13/2001;SOFR;3.98
06/12/2001;SOFR;3.95
06/11/2001;SOFR;3.91
06/08/2001;SOFR;3.89
06/07/2001;SOFR;3.88
06/06/2001;SOFR;3.94
06/05/2001;SOFR;4.01
06/04/2001;SOFR;4.06
06/01/2001;SOFR;4.02
05/31/2001;SOFR;3.94
05/30/2001;SOFR;3.92
05/29/2001;SOFR;3.76
05/25/2001;SOFR;3.83
05/24/2001;SOFR;3.82
05/23/2001;SOFR;3.87
05/22/2001;SOFR;3.88
05/21/2001;SOFR;3.83
05/18/2001;SOFR;3.87
05/17/2001;SOFR;3.82
05/16/2001;SOFR;3.99
05/15/2001;SOFR;4.31
05/14/2001;SOFR;4.25
05/11/2001;SOFR;4.25
05/10/2001;SOFR;4.25
05/09/2001;SOFR;4.22
05/08/2001;SOFR;4.24
05/07/2001;SOFR;4.18
05/04/2001;SOFR;4.24
05/03/2001;SOFR;4.24
05/02/2001;SOFR;4.46
05/01/2001;SOFR;4.51
04/30/2001;SOFR;4.37
04/27/2001;SOFR;4.34
04/26/2001;SOFR;4.2
04/25/2001;SOFR;4.01
04/24/2001;SOFR;4.12
04/23/2001;SOFR;4.21
04/20/2001;SOFR;4.46
04/19/2001;SOFR;4.94
04/18/2001;SOFR;4.97
04/17/2001;SOFR;5.09
04/16/2001;SOFR;4.99
04/12/2001;SOFR;4.99
04/11/2001;SOFR;4.98
04/10/2001;SOFR;4.97
04/09/2001;SOFR;5
04/06/2001;SOFR;5.08
04/05/2001;SOFR;5.07
04/04/2001;SOFR;5.2
04/03/2001;SOFR;5.19
04/02/2001;SOFR;5.23
03/30/2001;SOFR;5.07
03/29/2001;SOFR;4.9
03/28/2001;SOFR;4.9
03/27/2001;SOFR;4.88
03/26/2001;SOFR;4.88
03/23/2001;SOFR;4.85
03/22/2001;SOFR;4.79
03/21/2001;SOFR;5
03/20/2001;SOFR;5.3
03/19/2001;SOFR;5.31
03/16/2001;SOFR;5.43
03/15/2001;SOFR;5.37
03/14/2001;SOFR;5.34
03/13/2001;SOFR;5.36
03/12/2001;SOFR;5.3
03/09/2001;SOFR;5.26
03/08/2001;SOFR;5.3
03/07/2001;SOFR;5.37
03/06/2001;SOFR;5.47
03/05/2001;SOFR;5.42
03/02/2001;SOFR;5.41
03/01/2001;SOFR;5.36
02/28/2001;SOFR;5.35
02/27/2001;SOFR;5.38
02/26/2001;SOFR;5.34
02/23/2001;SOFR;5.41
02/22/2001;SOFR;5.38
02/21/2001;SOFR;5.44
02/20/2001;SOFR;5.38
02/16/2001;SOFR;5.49
02/15/2001;SOFR;5.42
02/14/2001;SOFR;5.42
02/13/2001;SOFR;5.42
02/12/2001;SOFR;5.38
02/09/2001;SOFR;5.44
02/08/2001;SOFR;5.43
02/07/2001;SOFR;5.4
02/06/2001;SOFR;5.43
02/05/2001;SOFR;5.41
02/02/2001;SOFR;5.46
02/01/2001;SOFR;5.69
01/31/2001;SOFR;5.89
01/30/2001;SOFR;5.94
01/29/2001;SOFR;5.95
01/26/2001;SOFR;5.99
01/25/2001;SOFR;5.91
01/24/2001;SOFR;5.84
01/23/2001;SOFR;5.84
01/22/2001;SOFR;5.74
01/19/2001;SOFR;5.84
01/18/2001;SOFR;5.84
01/17/2001;SOFR;6.04
01/16/2001;SOFR;5.92
01/12/2001;SOFR;5.93
01/11/2001;SOFR;5.88
01/10/2001;SOFR;5.83
01/09/2001;SOFR;5.86
01/08/2001;SOFR;5.84
01/05/2001;SOFR;5.99
01/04/2001;SOFR;6.42
01/03/2001;SOFR;6.53
01/02/2001;SOFR;5.98
12/29/2000;SOFR;6.43
12/28/2000;SOFR;6.42
12/27/2000;SOFR;6.41
12/26/2000;SOFR;6.27
12/22/2000;SOFR;6.34
12/21/2000;SOFR;6.41
12/20/2000;SOFR;6.43
12/19/2000;SOFR;6.45
12/18/2000;SOFR;6.45
12/15/2000;SOFR;6.46
12/14/2000;SOFR;6.43
12/13/2000;SOFR;6.42
12/12/2000;SOFR;6.48
12/11/2000;SOFR;6.45
12/08/2000;SOFR;6.49
12/07/2000;SOFR;6.48
12/06/2000;SOFR;6.52
12/05/2000;SOFR;6.5
12/04/2000;SOFR;6.5
12/01/2000;SOFR;6.48
11/30/2000;SOFR;6.41
11/29/2000;SOFR;6.42
11/28/2000;SOFR;6.47
11/27/2000;SOFR;6.48
11/24/2000;SOFR;6.48
11/22/2000;SOFR;6.44
11/21/2000;SOFR;6.49
11/20/2000;SOFR;6.44
11/17/2000;SOFR;6.48
11/16/2000;SOFR;6.59
11/15/2000;SOFR;6.48
11/14/2000;SOFR;6.47
11/13/2000;SOFR;6.45
11/10/2000;SOFR;6.45
11/09/2000;SOFR;6.44
11/08/2000;SOFR;6.44
11/07/2000;SOFR;6.44
11/06/2000;SOFR;6.44
11/03/2000;SOFR;6.53
11/02/2000;SOFR;6.55
11/01/2000;SOFR;6.54
10/31/2000;SOFR;6.53
10/30/2000;SOFR;6.49
10/27/2000;SOFR;6.5
10/26/2000;SOFR;6.46
10/25/2000;SOFR;6.45
10/24/2000;SOFR;6.46
10/23/2000;SOFR;6.42
10/20/2000;SOFR;6.44
10/19/2000;SOFR;6.41
10/18/2000;SOFR;6.41
10/17/2000;SOFR;6.47
10/16/2000;SOFR;6.35
10/13/2000;SOFR;6.39
10/12/2000;SOFR;6.39
10/11/2000;SOFR;6.44
10/10/2000;SOFR;6.37
10/06/2000;SOFR;6.38
10/05/2000;SOFR;6.34
10/04/2000;SOFR;6.38
10/03/2000;SOFR;6.49
10/02/2000;SOFR;6.49
09/29/2000;SOFR;6.44
09/28/2000;SOFR;6.4
09/27/2000;SOFR;6.42
09/26/2000;SOFR;6.4
09/25/2000;SOFR;6.35
09/22/2000;SOFR;6.37
09/21/2000;SOFR;6.34
09/20/2000;SOFR;6.35
09/19/2000;SOFR;6.39
09/18/2000;SOFR;6.5
09/15/2000;SOFR;6.45
09/14/2000;SOFR;6.44
09/13/2000;SOFR;6.45
09/12/2000;SOFR;6.44
09/11/2000;SOFR;6.46
09/08/2000;SOFR;6.49
09/07/2000;SOFR;6.54
09/06/2000;SOFR;6.55
09/05/2000;SOFR;6.51
09/01/2000;SOFR;6.6
08/31/2000;SOFR;6.47
08/30/2000;SOFR;6.46
08/29/2000;SOFR;6.47
08/28/2000;SOFR;6.43
08/25/2000;SOFR;6.42
08/24/2000;SOFR;6.37
08/23/2000;SOFR;6.36
08/22/2000;SOFR;6.39
08/21/2000;SOFR;6.38
08/18/2000;SOFR;6.41
08/17/2000;SOFR;6.46
08/16/2000;SOFR;6.59
08/15/2000;SOFR;6.51
08/14/2000;SOFR;6.42
08/11/2000;SOFR;6.4
08/10/2000;SOFR;6.4
08/09/2000;SOFR;6.39
08/08/2000;SOFR;6.39
08/07/2000;SOFR;6.35
08/04/2000;SOFR;6.37
08/03/2000;SOFR;6.39
08/02/2000;SOFR;6.52
08/01/2000;SOFR;6.55
07/31/2000;SOFR;6.45
07/28/2000;SOFR;6.46
07/27/2000;SOFR;6.47
07/26/2000;SOFR;6.44
07/25/2000;SOFR;6.45
07/24/2000;SOFR;6.38
07/21/2000;SOFR;6.39
07/20/2000;SOFR;6.38
07/19/2000;SOFR;6.37
07/18/2000;SOFR;6.45
07/17/2000;SOFR;6.35
07/14/2000;SOFR;6.35
07/13/2000;SOFR;6.35
07/12/2000;SOFR;6.34
07/11/2000;SOFR;6.37
07/10/2000;SOFR;6.37
07/07/2000;SOFR;6.35
07/06/2000;SOFR;6.43
07/05/2000;SOFR;6.58
07/03/2000;SOFR;6.56
06/30/2000;SOFR;6.42
06/29/2000;SOFR;6.42
06/28/2000;SOFR;6.45
06/27/2000;SOFR;6.42
06/26/2000;SOFR;6.34
06/23/2000;SOFR;6.34
06/22/2000;SOFR;6.34
06/21/2000;SOFR;6.32
06/20/2000;SOFR;6.33
06/19/2000;SOFR;6.35
06/16/2000;SOFR;6.47
06/15/2000;SOFR;6.4
06/14/2000;SOFR;6.37
06/13/2000;SOFR;6.35
06/12/2000;SOFR;6.34
06/09/2000;SOFR;6.37
06/08/2000;SOFR;6.3
06/07/2000;SOFR;6.29
06/06/2000;SOFR;6.3
06/05/2000;SOFR;6.3
06/02/2000;SOFR;6.29
06/01/2000;SOFR;6.38
05/31/2000;SOFR;6.32
05/30/2000;SOFR;6.19
05/26/2000;SOFR;6.2
05/25/2000;SOFR;6.12
05/24/2000;SOFR;6.13
05/23/2000;SOFR;6.21
05/22/2000;SOFR;6.02
05/19/2000;SOFR;6.05
05/18/2000;SOFR;6.03
05/17/2000;SOFR;5.94
05/16/2000;SOFR;6.1
05/15/2000;SOFR;5.87
05/12/2000;SOFR;5.79
05/11/2000;SOFR;5.62
05/10/2000;SOFR;5.71
05/09/2000;SOFR;5.84
05/08/2000;SOFR;5.75
05/05/2000;SOFR;5.77
05/04/2000;SOFR;5.69
05/03/2000;SOFR;5.6
05/02/2000;SOFR;5.85
05/01/2000;SOFR;5.71
04/28/2000;SOFR;5.76
04/27/2000;SOFR;5.65
04/26/2000;SOFR;5.75
04/25/2000;SOFR;5.87
04/24/2000;SOFR;5.78
04/20/2000;SOFR;5.83
04/19/2000;SOFR;5.92
04/18/2000;SOFR;6.15
04/17/2000;SOFR;5.95
04/14/2000;SOFR;5.93
04/13/2000;SOFR;5.93
04/12/2000;SOFR;5.99
04/11/2000;SOFR;6.01
04/10/2000;SOFR;5.93
04/07/2000;SOFR;6
04/06/2000;SOFR;5.92
04/05/2000;SOFR;5.92
04/04/2000;SOFR;6.13
04/03/2000;SOFR;6.09
03/31/2000;SOFR;5.97
03/30/2000;SOFR;5.86
03/29/2000;SOFR;5.85
03/28/2000;SOFR;5.86
03/27/2000;SOFR;5.8
03/24/2000;SOFR;5.86
03/23/2000;SOFR;5.74
03/22/2000;SOFR;5.76
03/21/2000;SOFR;5.79
03/20/2000;SOFR;5.65
03/17/2000;SOFR;5.66
03/16/2000;SOFR;5.87
03/15/2000;SOFR;5.72
03/14/2000;SOFR;5.75
03/13/2000;SOFR;5.67
03/10/2000;SOFR;5.69
03/09/2000;SOFR;5.65
03/08/2000;SOFR;5.59
03/07/2000;SOFR;5.66
03/06/2000;SOFR;5.62
03/03/2000;SOFR;5.6
03/02/2000;SOFR;5.62
03/01/2000;SOFR;5.75
02/29/2000;SOFR;5.7
02/28/2000;SOFR;5.6
02/25/2000;SOFR;5.65
02/24/2000;SOFR;5.62
02/23/2000;SOFR;5.66
02/22/2000;SOFR;5.62
02/18/2000;SOFR;5.62
02/17/2000;SOFR;5.59
02/16/2000;SOFR;5.89
02/15/2000;SOFR;5.7
02/14/2000;SOFR;5.6
02/11/2000;SOFR;5.68
02/10/2000;SOFR;5.61
02/09/2000;SOFR;5.56
02/08/2000;SOFR;5.64
02/07/2000;SOFR;5.52
02/04/2000;SOFR;5.59
02/03/2000;SOFR;5.6
02/02/2000;SOFR;5.62
02/01/2000;SOFR;5.71
01/31/2000;SOFR;5.49
01/28/2000;SOFR;5.49
01/27/2000;SOFR;5.34
01/26/2000;SOFR;5.33
01/25/2000;SOFR;5.45
01/24/2000;SOFR;5.25
01/21/2000;SOFR;5.34
01/20/2000;SOFR;5.41
01/19/2000;SOFR;5.74
01/18/2000;SOFR;5.38
01/14/2000;SOFR;5.46
01/13/2000;SOFR;5.56
01/12/2000;SOFR;5.7
01/11/2000;SOFR;5.62
01/10/2000;SOFR;5.47
01/07/2000;SOFR;5.41
01/06/2000;SOFR;5.39
01/05/2000;SOFR;5.37
01/04/2000;SOFR;5.46
01/03/2000;SOFR;2.87
12/31/1999;SOFR;2.66
12/30/1999;SOFR;4.3
12/29/1999;SOFR;5.23
12/28/1999;SOFR;5.32
12/27/1999;SOFR;5.33
12/23/1999;SOFR;5.46
12/22/1999;SOFR;5.48
12/21/1999;SOFR;5.44
12/20/1999;SOFR;5.38
12/17/1999;SOFR;5.44
12/16/1999;SOFR;5.45
12/15/1999;SOFR;5.47
12/14/1999;SOFR;5.55
12/13/1999;SOFR;5.5
12/10/1999;SOFR;5.49
12/09/1999;SOFR;5.4
12/08/1999;SOFR;5.43
12/07/1999;SOFR;5.45
12/06/1999;SOFR;5.41
12/03/1999;SOFR;5.54
12/02/1999;SOFR;5.58
12/01/1999;SOFR;5.65
11/30/1999;SOFR;5.67
11/29/1999;SOFR;5.66
11/26/1999;SOFR;5.59
11/24/1999;SOFR;5.43
11/23/1999;SOFR;5.43
11/22/1999;SOFR;5.33
11/19/1999;SOFR;5.45
11/18/1999;SOFR;5.4
11/17/1999;SOFR;5.4
11/16/1999;SOFR;5.53
11/15/1999;SOFR;5.24
11/12/1999;SOFR;5.13
11/10/1999;SOFR;5.13
11/09/1999;SOFR;5.13
11/08/1999;SOFR;5.11
11/05/1999;SOFR;5.14
11/04/1999;SOFR;5.11
11/03/1999;SOFR;5.13
11/02/1999;SOFR;5.26
11/01/1999;SOFR;5.22
10/29/1999;SOFR;5.22
10/28/1999;SOFR;5.13
10/27/1999;SOFR;5.07
10/26/1999;SOFR;5.07
10/25/1999;SOFR;5.01
10/22/1999;SOFR;5.02
10/21/1999;SOFR;5.02
10/20/1999;SOFR;5.09
10/19/1999;SOFR;5.15
10/18/1999;SOFR;5.15
